feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,label
0.98299915,0.98224777,0.992667,0.118615516,0.93825614,0.24456961,0.45821226,0.75740653,0.20362093,0.5663116,1.0
0.18581675,0.104736105,0.11655861,0.35763904,0.004654837,0.42485392,0.6641971,0.4016882,0.0857946,0.062688865,0.0
0.27811652,0.16931269,0.965095,0.15123023,0.8054624,0.58610797,0.56928694,0.5120807,0.9717631,0.36384478,0.0
0.78791577,0.5552941,0.39563367,0.9554659,0.59831595,0.11891694,0.4175392,0.7815817,0.69374704,0.91634035,0.0
0.2593774,0.75819373,0.4598752,0.57360977,0.95504665,0.9792863,0.861591,0.3590971,0.88770086,0.6386092,1.0
0.4299968,0.03574268,0.77012813,0.5021056,0.7861885,0.7480228,0.79356736,0.30065116,0.8007986,0.5488463,1.0
0.4733262,0.6751259,0.021358684,0.10231682,0.29217738,0.9829901,0.13974577,0.3305963,0.051053066,0.33126888,0.0
0.3203263,0.94680715,0.8451541,0.38276422,0.024769058,0.83103114,0.66053617,0.15236448,0.9960713,0.100233436,0.0
0.86711454,0.29426616,0.43535346,0.7954565,0.67750835,0.93786436,0.6211403,0.097810164,0.8843604,0.7691555,0.0
0.71187043,0.053733546,0.39622274,0.16743582,0.8219039,0.7005286,0.8830776,0.9665751,0.7747476,0.9942331,0.0
0.6147699,0.037129603,0.014251515,0.34210387,0.8234717,0.8661347,0.9608125,0.06512147,0.044571113,0.9132836,1.0
0.3050467,0.5579874,0.9824449,0.40044853,0.6658714,0.40087956,0.7681947,0.5277147,0.23752314,0.2713061,1.0
0.2580592,0.5323203,0.703189,0.9492799,0.6940874,0.78119284,0.16892612,0.37406263,0.4137802,0.6863802,0.0
0.29589197,0.30329192,0.35588914,0.8103021,0.5775901,0.07527728,0.0782461,0.37128696,0.7665911,0.68868345,0.0
0.70798236,0.76721007,0.2871527,0.5482563,0.54335266,0.7396325,0.95687056,0.27798995,0.7932817,0.6599705,1.0
0.58023787,0.77487975,0.9440325,0.036691416,0.1474001,0.7562872,0.08379135,0.5161237,0.21986078,0.27429572,0.0
0.70184046,0.030192774,0.87331945,0.44447896,0.5023933,0.54004794,0.6455443,0.3448566,0.10110749,0.31837893,0.0
0.16814213,0.55613315,0.31802863,0.9580672,0.9657343,0.6201259,0.61749727,0.98537856,0.88728315,0.76506996,1.0
0.31359062,0.365539,0.20126677,0.48714814,0.99036855,0.912151,0.11834943,0.02519029,0.89863765,0.5371701,0.0
0.20018989,0.67365324,0.64422315,0.12208561,0.25960022,0.060077965,0.20986047,0.13230568,0.19323629,0.6854671,0.0
0.049499743,0.101854615,0.13417363,0.31654114,0.2987503,0.25506377,0.7505367,0.9980228,0.5339779,0.9442027,1.0
0.3966101,0.10668245,0.40877384,0.29612777,0.49340695,0.6570437,0.4610502,0.9351605,0.88476485,0.7019776,1.0
0.4896849,0.13168728,0.39701366,0.70440155,0.28488553,0.10398808,0.9078985,0.70905083,0.61527646,0.7924989,0.0
0.83564603,0.483459,0.8811883,0.916419,0.2715511,0.6075454,0.526584,0.5379458,0.9376631,0.30518872,1.0
0.98343396,0.9021312,0.4587229,0.81745327,0.769047,0.67789495,0.31983387,0.196451,0.6715277,0.8429733,0.0
0.016252788,0.6428034,0.44287303,0.89808774,0.32147294,0.4741848,0.5147671,0.14043953,0.7128923,0.83047634,1.0
0.057909276,0.2913888,0.03804468,0.9565441,0.6671688,0.96420044,0.53149426,0.80206853,0.374414,0.35381904,0.0
0.37826782,0.6578621,0.35945314,0.90036744,0.9832749,0.030426515,0.19362329,0.11224999,0.042364046,0.22774099,1.0
0.44679332,0.83699036,0.22182404,0.49394524,0.9296187,0.6672147,0.798079,0.550994,0.9804665,0.58866215,0.0
0.045510713,0.1979828,0.40477362,0.6012772,0.7719309,0.41308612,0.71005833,0.7898695,0.3172602,0.9792702,1.0
0.6496565,0.8809981,0.5559377,0.74160314,0.77054405,0.90824836,0.15034975,0.55828345,0.42837852,0.923159,1.0
0.10509469,0.98257387,0.8754513,0.07382628,0.49096638,0.7175595,0.73815155,0.90649414,0.7998654,0.31093037,1.0
0.49843478,0.70178574,0.13843684,0.1939908,0.48104244,0.2982458,0.86255926,0.5862773,0.3486652,0.848833,0.0
0.8048785,0.99835485,0.8473077,0.41445655,0.12749888,0.8406409,0.059757918,0.3502712,0.919738,0.9607665,1.0
0.6405646,0.68864834,0.04245449,0.51448035,0.5468682,0.34010074,0.06859683,0.2289076,0.35798395,0.43514198,0.0
0.5909267,0.72239155,0.31763187,0.32895377,0.019691642,0.04087486,0.2578217,0.740245,0.62831384,0.76978904,0.0
0.7689194,0.85656744,0.7203193,0.97901094,0.8988252,0.5867172,0.58815765,0.03426704,0.9985266,0.131576,1.0
0.7403472,0.8210152,0.37305453,0.19685206,0.09875989,0.748606,0.45265353,0.71371776,0.91540766,0.14658374,0.0
0.919171,0.41162646,0.305267,0.94306225,0.99065167,0.19889222,0.65683836,0.10649531,0.650914,0.82731324,1.0
0.68449855,0.41733316,0.38306636,0.3931224,0.58971184,0.8815673,0.9290662,0.05352962,0.1816224,0.11222432,0.0
0.19333464,0.3466078,0.50653166,0.6294612,0.7321422,0.89011157,0.9890884,0.66285646,0.8453645,0.77803886,0.0
0.30753204,0.87569225,0.042763136,0.00036734375,0.27373263,0.46209753,0.6383629,0.10177027,0.6730101,0.80181587,1.0
0.18531293,0.41512525,0.51998496,0.45180702,0.79982996,0.9605224,0.7989532,0.07799282,0.8049356,0.06659633,1.0
0.23597038,0.1530969,0.19751911,0.5283151,0.67168987,0.47032127,0.95969564,0.24029233,0.7631402,0.87018216,1.0
0.56206614,0.4562225,0.59618443,0.42880976,0.5551939,0.41693395,0.40046972,0.6953465,0.092851214,0.16654207,1.0
0.8511985,0.77107733,0.28145373,0.37726894,0.9260265,0.8180772,0.6143463,0.22149017,0.04425197,0.43125784,0.0
0.67262715,0.8284805,0.852689,0.0327759,0.24415703,0.33909458,0.1887322,0.80297536,0.7674658,0.51683307,1.0
0.9829265,0.14405854,0.8996517,0.11646325,0.1631817,0.6962192,0.10956969,0.5658451,0.42023355,0.72847396,1.0
0.90067524,0.76987153,0.8496899,0.032945447,0.3101955,0.5154331,0.4159533,0.23125495,0.30787408,0.945431,0.0
0.29418087,0.3539041,0.0037097738,0.84507763,0.15484071,0.20414427,0.25526452,0.88462204,0.20645142,0.79752636,1.0
0.8080493,0.92702055,0.115561314,0.21727897,0.7428983,0.19600075,0.28632954,0.16674158,0.17269668,0.48155335,0.0
0.10968306,0.32169762,0.4265939,0.024548117,0.38833317,0.09412244,0.49357852,0.8257382,0.81842214,0.080448516,0.0
0.60122776,0.8345864,0.23797254,0.76192653,0.89076436,0.80612415,0.107301034,0.009059999,0.1917241,0.27047735,1.0
0.616183,0.38427317,0.70340705,0.35307497,0.15442543,0.31268984,0.88432425,0.95853233,0.20751274,0.78846836,0.0
0.27334875,0.8871316,0.16554561,0.6659599,0.08421127,0.97389334,0.70063335,0.8418157,0.56666934,0.47680137,1.0
0.6218824,0.52874154,0.46938434,0.75945026,0.17820096,0.17117205,0.43184265,0.3207479,0.074124515,0.8444705,1.0
0.7716028,0.5439215,0.9793245,0.07260007,0.7666693,0.2663704,0.3685989,0.21927938,0.7890379,0.1442401,0.0
0.8400167,0.66157764,0.059023246,0.81098175,0.6277557,0.9049823,0.7487223,0.5611209,0.8365472,0.27805024,0.0
0.54695004,0.29361683,0.9682044,0.2261963,0.01573824,0.32585484,0.5025094,0.028362934,0.5592483,0.8742828,1.0
0.7047322,0.6229683,0.95596176,0.9582793,0.8242665,0.60774183,0.48776457,0.0133161135,0.6062619,0.98908806,0.0
0.81810105,0.34060463,0.15204702,0.78405863,0.74393785,0.9670468,0.87484235,0.55566263,0.10128425,0.48350066,0.0
0.31369504,0.5124085,0.30170158,0.86182296,0.84432703,0.31546515,0.59958136,0.43018085,0.9090928,0.1873609,0.0
0.6977284,0.9703753,0.17527552,0.20196643,0.6937233,0.77915394,0.49054906,0.6096865,0.21268241,0.47661424,1.0
0.11207188,0.32142192,0.2847797,0.44462535,0.93012637,0.18126766,0.40138826,0.61559725,0.9465571,0.1331482,0.0
0.9178766,0.081053786,0.4807414,0.45458987,0.20960273,0.34745967,0.45416528,0.8652115,0.9550641,0.51892567,1.0
0.8700998,0.6081716,0.34908733,0.19419421,0.41313478,0.5228243,0.044443388,0.14584117,0.60018444,0.22500159,0.0
0.83732635,0.32694224,0.10483421,0.08353059,0.937123,0.11802031,0.14090976,0.8626661,0.25428814,0.66595143,1.0
0.8167257,0.60718066,0.95748854,0.7088829,0.112751506,0.55841005,0.7181865,0.80195725,0.026321335,0.7188789,0.0
0.8256808,0.7468338,0.5123491,0.45802096,0.54941857,0.7046437,0.92291427,0.6170352,0.8878343,0.7012569,0.0
0.068336375,0.5008282,0.28648636,0.28517494,0.35592756,0.31473276,0.57861,0.6836015,0.2687494,0.12976262,0.0
0.05880872,0.57575285,0.18613017,0.009247994,0.9277531,0.5371404,0.09244818,0.84292114,0.98320276,0.44860065,0.0
0.042489607,0.11754594,0.38165376,0.88552266,0.14803869,0.8239901,0.01497626,0.4573887,0.64439714,0.060379483,0.0
0.6147627,0.9444041,0.16025992,0.7296114,0.6090939,0.1851164,0.006203415,0.009284451,0.5320924,0.9427794,0.0
0.6442986,0.71429986,0.4938655,0.5818889,0.12636752,0.8768206,0.7607926,0.9981989,0.29772294,0.22701778,0.0
0.12516166,0.96420974,0.78088516,0.16632462,0.55268645,0.4137682,0.15148601,0.16207299,0.96347,0.30496418,1.0
0.9414393,0.075610675,0.46080303,0.12961905,0.0047873855,0.5537661,0.113894105,0.72202456,0.69811636,0.1763329,1.0
0.9417421,0.7210434,0.29797027,0.70923376,0.73193026,0.34222633,0.37558857,0.3591065,0.61661845,0.9004102,1.0
0.17319323,0.8751996,0.027653156,0.6603386,0.41443887,0.7912816,0.72119814,0.4801078,0.64386404,0.5017731,1.0
0.8115185,0.476084,0.523156,0.2505206,0.605043,0.3029048,0.57728404,0.16967812,0.1594691,0.41702974,0.0
0.4268195,0.26810926,0.13159685,0.03921054,0.025231827,0.2715503,0.46185344,0.72624326,0.4748717,0.9040508,1.0
0.035219803,0.18066062,0.3385145,0.5774962,0.8527362,0.35020196,0.26798868,0.061889168,0.8213035,0.37966645,0.0
0.5715502,0.98355544,0.0015945706,0.14545015,0.77911097,0.8051275,0.7692471,0.53699887,0.978857,0.39618456,0.0
0.6019437,0.063369006,0.40985745,0.7225001,0.23873883,0.94382757,0.6867834,0.2875754,0.7689989,0.083164774,0.0
0.9747744,0.04928526,0.9334559,0.25285387,0.7578241,7.369943e-05,0.2542401,0.7491006,0.53233606,0.11495215,1.0
0.39362976,0.37554935,0.56816226,0.6679771,0.84083027,0.4972314,0.39202172,0.14397654,0.804823,0.7133704,1.0
0.4086774,0.5184323,0.6651828,0.16480559,0.027197795,0.3175037,0.59558505,0.4866061,0.69255465,0.8196898,0.0
0.48844248,0.13426702,0.850628,0.57499033,0.7399375,0.70466465,0.96821177,0.2953073,0.70530677,0.36567634,0.0
0.39541072,0.23059464,0.34401017,0.9482967,0.29257086,0.2459906,0.583138,0.25803596,0.47338572,0.83417624,1.0
0.23040031,0.4266914,0.6104897,0.5456289,0.9747232,0.6803703,0.73994625,0.96695596,0.41443804,0.35537982,0.0
0.04386243,0.18420431,0.23718964,0.18350446,0.75478387,0.535883,0.6676338,0.82046217,0.23077394,0.32592395,1.0
0.70836025,0.39275894,0.02927094,0.4349552,0.9082731,0.4090215,0.33224893,0.9895251,0.64441556,0.36599803,0.0
0.10201953,0.7878494,0.7080749,0.92191577,0.21727563,0.11492435,0.7240725,0.20339584,0.17610385,0.31980732,1.0
0.81682515,0.5395366,0.045850355,0.46389467,0.68397963,0.53836846,0.5724502,0.22477733,0.84773934,0.56139874,1.0
0.713246,0.9818642,0.42819867,0.8810666,0.0072810138,0.033407293,0.59027994,0.3114494,0.24827656,0.27793536,0.0
0.31840295,0.7289477,0.569196,0.789036,0.83019656,0.84293485,0.41464415,0.4212734,0.9262659,0.6617636,1.0
0.08046719,0.542187,0.35600725,0.987435,0.013655406,0.6121809,0.7236231,0.28890678,0.9736415,0.85953665,1.0
